ChemicalName	ChemicalID	CasRN
Hexylresorcinol	D006604	136-77-6
hibifolin	C087346	55366-56-8
higenamine	C012348	5843-65-2
himachalol	C010185	1891-45-8
himbacine	C048172	6879-74-9
hinokiflavone	C060299	19202-36-9
hinokiresinol	C119821	17676-24-3
hippuric acid	C030514	495-69-2
hippuryl-histidyl-leucine	C010980	31373-65-6
hirsutine	C038369	7729-23-9
hirudin HV1	C072298	101753-64-4
Hirudoid	C046596	11097-84-0
hirugen	C062510	121822-23-9
hispidin	C007946	555-55-5
Histamine	D006632	51-45-6
histamine phosphate	C027556	51-74-1
histamine trifluoromethyl-toluidide	C087869	103827-16-3
Histidinol	D006641	501-28-0
histidyl-proline diketopiperazine	C015924	4257-92-5
HLo 7	C058577	120103-35-7
hodgkinsine	C077369	18210-71-4
HOE 140, desArg(10)-	C078665	138680-92-9
Holmium	D006695	7440-60-0
homatropine	C100236	87-00-3
homobrassinolide	C070163	74174-44-0
homocarnosine	C005038	3650-73-5
homocastasterone	C070164	83509-42-6
homochlorocyclizine	C034022	848-53-3
homocysteic acid	C007956	1001-13-4
Homocysteine	D006710	454-28-4
homocysteine thiolactone	C007957	10593-85-8
Homogentisic Acid	D006713	451-13-8
Homoharringtonine	D000077863	26833-87-4
Homovanillic Acid	D006719	306-08-1
honokiol	C005499	35354-74-6
hopane	C025206	471-62-5
HS 3	C012616	25487-36-9
humulene	C042686	6753-98-6
huperzine A	C050426	102518-79-6
HW 165	C046064	95651-08-4
HX 600	C104181	172705-89-4
Hyaluronic Acid	D006820	9004-61-9
Hycanthone	D006826	3105-97-3
Hydralazine	D006830	86-54-4
hydramethylnon	C041642	67485-29-4
hydrangenol	C023818	480-47-7
hydrastine	C013024	118-08-1
hydratropic acid	C013025	492-37-5
hydratropic aldehyde	C013026	93-53-8
hydrazine	C029424	302-01-2
Hydrochloric Acid	D006851	7647-01-0
Hydrochlorothiazide	D006852	58-93-5
hydrochlorothiazide-triamterene	C020743	14124-50-6
Hydrocodone	D006853	125-29-1
Hydrocortisone	D006854	50-23-7
hydrocortisone-17-butyrate	C007975	13609-67-1
hydrocotarnine	C024594	550-10-7
Hydrofluoric Acid	D006858	7664-39-3
Hydrogen	D006859	1333-74-0
Hydrogen Cyanide	D006856	74-90-8
Hydrogen Peroxide	D006861	7722-84-1
Hydrogen Sulfide	D006862	7783-06-4
hydrogen sulfite	C042345	15181-46-1
Hydromorphone	D004091	466-99-9
hydroperoxyisophosphamide	C012353	39800-28-7
hydroquinidine	C014486	1435-55-8
hydroquinone	C031927	123-31-9
hydrotalcite	C010467	12304-65-3
Hydroxocobalamin	D006879	13422-51-0
Hydroxyacetylaminofluorene	D006881	53-95-2
Hydroxychloroquine	D006886	118-42-3
hydroxycitric acid	C007999	6205-14-7
hydroxycitronellal	C020755	107-75-5
hydroxycotinine	C001381	27323-64-4
hydroxyethyl methacrylate	C005044	868-77-9
hydroxyflutamide	C014290	52806-53-8
hydroxygenkwanin	C051414	20243-59-8
hydroxyhexamide	C020362	3168-01-2
hydroxyhydroquinone	C013038	533-73-3
hydroxyindoleacetaldehyde	C004277	1892-21-3
Hydroxyindoleacetic Acid	D006897	54-16-0
Hydroxylamine	D019811	7803-49-8
Hydroxyl Radical	D017665	3352-57-6
hydroxymaprotilin	C027299	56433-44-4
hydroxypentenal	C073346	16931-17-2
hydroxyphenytoin	C001419	2784-27-2
hydroxypyruvic acid	C012375	1113-60-6
hydroxysafflor yellow A	C085278	146087-19-6
Hydroxytryptophol	D006917	154-02-9
Hydroxyurea	D006918	127-07-1
Hydroxyzine	D006919	68-88-2
Hymecromone	D006923	90-33-5
hymenialdisine	C107079	95569-43-0
hyodeoxycholic acid	C010471	83-49-8
Hyoscyamine	D064692	101-31-5
hypaconitine	C058309	6900-87-4
hyperforin	C001654	11079-53-1
hypericin	C004965	548-04-9
hyperoside	C021304	482-36-0
Hypochlorous Acid	D006997	7790-92-3
hypotaurine	C003949	300-84-5
Hypoxanthine	D019271	68-94-0
IA 4	C006013	24167-40-6
Ibandronic Acid	D000077557	114084-78-5
iberin	C082585	505-44-2
iberiotoxin	C064719	129203-60-7
Ibogaine	D007050	83-74-9
Ibotenic Acid	D007051	2552-55-8
ibudilast	C038366	50847-11-5
Ibuprofen	D007052	15687-27-1
ibuprofen acyl glucuronide	C081281	115075-59-7
ibutilide	C067192	130350-52-6
icajine	C438914	30864-63-2
icariin	C056599	489-32-7
icatibant	C065679	130308-48-4
ICI 118551	C026777	72795-19-8
ICI 154129	C036405	83420-94-4
ICI 164384	C051781	98007-99-9
ICI 192605	C057498	117621-64-4
ICI 195739	C058219	103961-78-0
ICI 198615	C054217	104448-53-5
ICI 199441	C058468	115199-84-3
ICI 211965	C069794	129424-08-4
ICI D2138	C075799	140841-32-3
ICI D2788	C082246	133059-99-1
ICI D7114	C071909	129689-30-1
ICI D8731	C081112	143494-72-8
Idarubicin	D015255	58957-92-9
idarubicinol	C054440	86189-66-4
Idazoxan	D019329	79944-58-4
idebenone	C036619	58186-27-9
Idoxuridine	D007065	54-42-2
idrapril	C076966	127420-24-0
ifenprodil	C010739	23210-56-2
Ifosfamide	D007069	3778-73-2
igmesine	C065310	130152-35-1
illite	C099089	12173-60-3
illudin S	C008105	1149-99-1
ilomastat	C119203	142880-36-2
Iloprost	D016285	78919-13-8
imazapyr	C076656	81334-34-1
imazaquin	C057728	81335-37-7
imazethapyr	C093630	81335-77-5
imazodan	C042527	84243-58-3
imidacloprid	C082359	105827-78-9
imidapril	C065166	89371-37-9
imidaprilat	C078006	120294-09-9
imidazole	C029899	288-32-4
imidazole mustard	C100119	5034-77-5
imidazolidinyl urea	C006048	39236-46-9
imidazopyrazole	C026262	251-80-9
imidocarb dipropionate	C031719	55750-06-6
Imiloxan	C044484	81167-16-0
Imipenem	D015378	74431-23-5
Imipramine	D007099	50-49-7
imipramine N-oxide	C002921	6829-98-7
Imiquimod	D000077271	99011-02-6
Immunoferon	C038773	87139-86-4
IMOL S-140	C011582	1330-78-5
imperatorin	C031534	482-44-0
Impromidine	D017446	55273-05-7
indalpine	C018181	63758-79-2
indan	C093582	496-11-7
indantadol	C431890	202844-10-8
Indapamide	D007190	26807-65-8
indatraline	C418119	86939-10-8
indecainide	C042398	74517-78-5
indene	C093581	95-13-6
indenestrol	C047437	24643-97-8
indeno(1,2,3-cd)pyrene	C041508	193-39-5
indenoindole	C057286	3254-91-9
Indican	D007200	487-94-5
indicine	C018336	480-82-0
Indigo Carmine	D007203	860-22-0
Indinavir	D019469	150378-17-9
indirubin	C027185	479-41-4
Indium	D007204	7440-74-6
indium tin oxide	C109984	71243-84-0
indium trichloride	C020758	10025-82-8
indobufen	C020371	36690-96-7
Indocyanine Green	D007208	3599-32-4
indol-3-yl pyruvic acid	C008122	392-12-1
Indolapril	C038812	80876-01-3
indole	C030374	120-72-9
indole-3-acetaldehyde	C001655	2591-98-2
indole-3-carbaldehyde	C012381	487-89-8
indole-3-carbinol	C016517	700-06-1
indole-3-lactic acid	C024139	1821-52-9
indoleacetamide	C015950	879-37-8
indoleacetic acid	C030737	87-51-4
indoleacrylic acid	C001446	1204-06-4
indolebutyric acid	C014612	133-32-4
indolepropionic acid	C015292	830-96-6
indolo(3,2-b)carbazole	C075954	241-55-4
Indomethacin	D007213	53-86-1
indopan	C015293	299-26-3
indophenyl acetate	C016519	7761-80-0
Indoprofen	D007216	31842-01-0
Indoramin	D007217	26844-12-2
indoxyl acetate	C053640	608-08-2
Infecundin	C008124	8015-30-3
ingenol dibenzoate	C011875	59086-90-7
Innovar	C001451	8067-59-2
Inosine	D007288	58-63-9
Inosine Diphosphate	D007290	86-04-4
Inosine Monophosphate	D007291	131-99-7
Inositol	D007294	6917-35-7
inositol-1,3,4,5-tetrakisphosphate	C081655	102850-29-3
Inositol 1,4,5-Trisphosphate	D015544	85166-31-0
inositol 1-phosphate	C002647	15421-51-9
inositol hexasulfate	C013063	23330-83-8
inositol pentaphosphate	C013571	25663-09-6
inostamycin	C071861	129905-10-8
interferon alfacon-1	C050739	118390-30-0
Interferon beta-1b	D000068576	145155-23-3
Interferons	D007372	9008-11-1
Interleukin-10	D016753	130068-27-8
intetrix	C037666	87453-65-4
Inulin	D007444	9005-80-5
invasin, Yersinia	C053476	114073-91-5
Iodamide	D007451	440-58-4
iodinated glycerol	C015372	64585-60-0
Iodine	D007455	7553-56-2
iodixanol	C044834	92339-11-2
Iodoacetamide	D007460	144-48-9
Iodoacetic Acid	D019807	64-69-7
iodo-alpha-bungarotoxin	C027724	77097-81-5
Iodocyanopindolol	D020120	83498-72-0
iodofenphos	C001968	18181-70-9
iodoform	C010473	75-47-8
Iodoquinol	D004103	83-73-8
iodosulpride	C045105	100038-54-8
Iofetamine	D020367	95896-48-3
iofratol	C109996	141660-63-1
Iohexol	D007472	66108-95-0
iomeprol	C057937	78649-41-9
Ionomycin	D015759	56092-81-0
Iopamidol	D007479	62883-00-5
Iopanoic Acid	D007480	96-83-3
iopentol	C053571	89797-00-2
Iothalamate Meglumine	D007482	13087-53-1
Iothalamic Acid	D007483	2276-90-6
ioversol	C054871	87771-40-2
Ioxaglic Acid	D007485	59017-64-0
ioxitalamic acid	C002587	28179-44-4
ioxynil	C008161	1689-83-4
Ipecac	D007486	8012-96-2
Ipodate	D007487	5587-89-3
Ipratropium	D009241	60205-81-4
ipriflavone	C018986	35212-22-7
Iprindole	D007488	5560-72-5
iprodione	C033148	36734-19-7
Iproniazid	D007490	54-92-2
iproplatin	C023359	83291-20-7
IPS 339	C014898	60979-28-4
ipsapirone	C043077	92589-98-5
iralukast	C067425	125617-94-9
Irbesartan	D000077405	138402-11-6
Irganox 1010	C045762	6683-19-8
irgarol 1051	C103341	28159-98-0
Iron	D007501	7439-89-6
Iron Carbonyl Compounds	D054354	13463-40-6
Iron-Dextran Complex	D007505	9004-66-4
iron(III)-ascorbic acid complex	C061126	91260-12-7
irsogladine	C041836	57381-26-7
isamoltane	C058392	99740-06-4
Isatin	D007510	91-56-5
isaxonine	C020375	4214-72-6
isazophos	C034091	42509-80-8
Isethionic Acid	D007513	107-36-8
isoalloxazine	C008173	490-59-5
isoascorbic acid	C005056	89-65-6
isobavachalcone	C468754	20784-50-3
isobavachin	C468753	31524-62-6
isoborneol	C022871	10385-78-1
isoborneol glucuronide	C021829	68296-69-5
isobutaclamol	C020914	58371-68-9
isobutyl-4-hydroxybenzoate	C045922	4247-02-3
isobutyl alcohol	C040507	78-83-1
isobutylene	C008176	115-11-7
isobutyl nitrite	C018086	542-56-3
isobutyraldehyde	C017439	78-84-2
isobutyric acid	C020380	79-31-2
isobutyronitrile	C022246	78-82-0
isocaproaldehyde	C018575	1119-16-0
isocaproic acid	C034527	646-07-1
Isocarboxazid	D007520	59-63-2
isoconazole	C020382	27523-40-6
isocoproporphyrin	C005524	36548-09-1
isocupressic acid	C110793	1909-91-7
isocytisoside	C111464	4328-19-2
Isoetharine	D007528	530-08-5
isoeugenol	C036643	97-54-1
isofenphos	C035019	25311-71-1
isoferulic acid	C008180	537-73-5
isoflavanone	C065753	4737-27-3
Isoflurane	D007530	26675-46-7
Isoflurophate	D007531	55-91-4
isoguvacine	C015300	64603-90-3
Isoleucine	D007532	73-32-5
isolevin	C011003	54750-10-6
isoliquiritigenin	C040920	961-29-5
isomalathion	C018326	3344-12-5
isomethyleugenol	C031050	93-16-3
Isoniazid	D007538	54-85-3
isonicotinamide	C027681	1453-82-3
isooctyl acrylate	C071723	29590-42-9
isopentane	C067038	78-78-4
isopentenyl pyrophosphate	C004809	358-71-4
isopentyl alcohol	C029683	123-51-3
isophorone	C005940	78-59-1
isophorone diisocyanate	C015301	4098-71-9
isophthalate	C059768	121-91-5
isopimpinellin	C015304	482-27-9
isoprene	C005059	78-79-5
isopropamide iodide	C084831	71-81-8
isopropyl 4,4'-dibromobenzilate	C038267	18181-80-1
isopropyl 4-hydroxybenzoate	C098802	4191-73-5
isopropylethanediol	C008204	109-59-1
isopropylmethanesulfonate	C002531	926-06-7
isopropyl methylphosphonic acid	C048760	1832-54-8
isopropyl myristate	C008205	110-27-0
isopropyl palmitate	C005060	142-91-6
Isopropyl Thiogalactoside	D007544	367-93-1
Isoproterenol	D007545	7683-59-2
isoprothiolane	C023889	50512-35-1
isoproturon	C028904	34123-59-6
isoquercitrin	C016527	21637-25-2
isosafrole	C015959	120-58-1
isosalipurposide	C027321	4547-85-7
Isosorbide	D007547	652-67-5
isosorbide-5-mononitrate	C030397	16051-77-7
Isosorbide Dinitrate	D007548	87-33-2
isostearic acid	C040995	5638-12-0
isoteolin	C044170	95508-61-5
Isothiuronium	D007550	22584-04-9
isotocin	C008215	550-21-0
Isotretinoin	D015474	4759-48-2
isovaleric acid	C008216	503-74-2
isovitexin	C049772	38953-85-4
isoxaben	C057467	82558-50-7
isoxaflutole	C415327	141112-29-0
Isoxsuprine	D007556	395-28-8
Isradipine	D017275	75695-93-1
itasetron	C070191	123258-84-4
itopride	C102254	122898-67-3
Itraconazole	D017964	84625-61-6
iturelix	C057022	112568-12-4
Ivabradine	D000077550	155974-00-8
Ivermectin	D007559	70288-86-7
ixabepilone	C430592	219989-84-1
jaceosidin	C477508	18085-97-7
jacobine	C013581	6870-67-3
jasmine oil	C054862	8022-96-6
jasplakinolide	C057531	102396-24-7
jatrorrhizine	C055785	3621-38-3
Josamycin	D015570	16846-24-5
JP5 jet fuel	C029662	8008-20-6
juglone	C005134	481-39-0
juvenile hormone III	C036585	5255-04-9
kadethrin	C025638	58769-20-3
kaempferol	C006552	520-18-3
kaempferol-3-O-galactoside	C066407	23627-87-4
kaempferol 3-O-sophoroside	C064309	19895-95-5
kahweol	C053401	6894-43-5
kahweol acetate	C046438	81760-47-6
kahweol palmitate	C033997	81760-45-4
Kainic Acid	D007608	487-79-6
kalafungin	C013079	11048-15-0
Kallidin	D007609	342-10-9
kallidin, des-Arg(10)-	C052787	71800-36-7
kamebakaurin	C047382	73981-34-7
Kanamycin	D007612	59-01-8
kansuinin A	C104302	57701-86-7
Kaolin	D007616	1332-58-7
Kathon 886	C037057	55965-84-9
Kathon 930	C080469	64359-81-5
kavain	C011889	1635-33-2
KC 400	C039772	12737-87-0
kebuzone	C100280	853-34-9
kelfiprim	C026911	50933-06-7
kemptide	C037642	65189-71-1
Keratan Sulfate	D007632	9056-36-4
Ketamine	D007649	6740-88-1
Ketanserin	D007650	74050-98-9
ketazocine	C012395	36292-69-0
ketobemidone	C012394	469-79-4
Ketoconazole	D007654	65277-42-1
Ketoprofen	D007660	22071-15-4
ketoprofen lysine	C029946	57469-78-0
Ketorolac	D020910	66635-83-4
Ketorolac Tromethamine	D020911	74103-07-4
Ketotifen	D007665	34580-13-7
KF 14124	C083109	134186-26-8
KF 17837	C081198	152881-18-0
KF 20274	C076920	143394-68-7
KFM 19	C080664	133058-72-7
KH 1060	C074279	131875-08-6
Khellin	D007666	82-02-0
kinamycin F	C059021	50556-18-8
KN 62	C063302	127191-97-3
KN 93	C072105	139298-40-1
kojic acid	C011890	501-30-4
Kri paste	C036374	11132-72-2
KRN 7000	C103873	158021-47-7
KT 362	C051271	105394-80-7
KT 5720	C057416	108068-98-0
KT 5823	C073601	126643-37-6
KT 5926	C063769	126643-38-7
kutkin	C057463	12708-05-3
kuwanon G	C095194	75629-19-5
kuwanon H	C095195	76472-87-2
Kynuramine	D007735	363-36-0
Kynurenic Acid	D007736	492-27-3
Kynurenine	D007737	343-65-7
kyotorphin	C019448	70904-56-2
L-3-(3-hydroxy-4-pivaloyloxyphenyl)alanine	C061031	122551-95-5
L 365260	C058121	118101-09-0
L 647318	C064146	87770-13-6
L 657743	C054290	111466-41-2
L 659989	C054893	129314-27-8
L 663581	C063822	122384-14-9
L 689065	C080279	146775-25-9
L 694247	C085632	137403-12-4
L 703606	C076851	144425-84-3
L 706000	C087257	150481-98-4
L 709049	C096429	143313-51-3
Labetalol	D007741	36894-69-6
lac dye	C009765	27597-77-9
lactacystin	C067713	133343-34-7
Lactic Acid	D019344	50-21-5
lactitol	C014635	585-86-4
Lactulose	D007792	4618-18-2
lafutidine	C076948	118288-08-7
laminaran	C008247	9008-22-4
Lamivudine	D019259	134678-17-4
Lamotrigine	D000077213	84057-84-1
lanatoside C	C018548	17575-22-3
Lanolin	D007809	8006-54-0
lanosten-3-ol-32-al	C032444	59200-40-7
lanostenol	C015316	79-62-9
Lanosterol	D007810	79-63-0
lanreotide	C060347	118992-92-0
lanthanide nitrate	C016534	10099-59-9
Lanthanum	D007811	7439-91-0
lanthanum chloride	C028521	10099-58-8
lanthanum oxide	C103829	1312-81-8
lanthionine	C001520	3183-08-2
lapachol	C008252	84-79-7
lappaconitine	C022150	32854-75-4
lard	C029310	61789-99-9
Lasalocid	D007832	25999-31-9
lasiocarpine	C005136	303-34-4
Latanoprost	D000077338	130209-82-4
lathosterol	C001521	80-99-9
latoconazole	C072774	126509-69-1
latrunculin A	C037067	76343-93-6
latrunculin B	C037068	76343-94-7
laudanosine	C001522	2688-77-9
lauric acid	C030358	143-07-7
lauric acid methyl ester	C089549	111-82-0
lauroyl-coenzyme A	C050466	6244-92-4
lauryl gallate	C008259	1166-52-5
lavender oil	C045718	8000-28-0
lawsone	C005090	83-72-7
lazabemide	C059303	103878-84-8
Lead	D007854	7439-92-1
lead acetate	C008261	301-04-2
lead chloride	C029891	7758-95-4
lead chromate	C031895	11119-70-3
lead nitrate	C017461	18256-98-9
lead oxide	C047365	1317-36-8
lead tetraacetate	C029433	546-67-8
lead titanate zirconate	C065536	12626-81-2
Leflunomide	D000077339	75706-12-6
leiurotoxin I	C056574	116235-63-3
LEK 8829	C090111	145204-78-0
lemongrass oil	C052901	8007-02-1
Lenalidomide	D000077269	191732-72-6
Lentinan	D007912	37339-90-5
leonurine	C013587	24697-74-3
lephetamine	C011896	7262-75-1
leptocarpin	C093534	73522-63-1
leptomycin B	C038753	87081-35-4
Leptophos	D010773	21609-90-5
leptophos oxon	C008265	25006-32-0
lercanidipine	C060343	100427-26-7
lergotrile	C031875	36945-03-6
lergotrile mesylate	C084809	51473-23-5
Letrozole	D000077289	112809-51-5
Leucine	D007930	61-90-5
leucine sarcolysine	C000654	3577-89-7
leucinostatin A	C008268	76600-38-9
leucogentian violet	C041914	603-48-5
leucomalachite green	C015320	129-73-7
Leucovorin	D002955	58-05-9
leucyl-leucine-methyl ester	C045139	13022-42-9
leukotriene A methyl ester	C043073	75879-18-4
Leukotriene B4	D007975	71160-24-2
Leukotriene C4	D017997	72025-60-6
Leukotriene D4	D017998	73836-78-9
Leukotriene E4	D017999	75715-89-8
leupeptin	C032854	24365-47-7
Leuprolide	D016729	53714-56-0
Levallorphan	D007977	152-02-3
Levamisole	D007978	14769-73-4
Levobunolol	D002040	47141-42-4
levocabastine	C047340	79516-68-0
levocetirizine	C472067	130018-77-8
levodopa methyl ester	C035420	7101-51-1
Levofloxacin	D064704	100986-85-4
levomepromazine maleate	C017901	7104-38-3
Levonorgestrel	D016912	797-63-7
levormeloxifene	C108255	78994-23-7
Levorphanol	D007981	77-07-6
levosulpiride	C078143	23672-07-3
levuglandin E2	C047684	91712-41-3
lewisite	C035965	541-25-3
LF 2-0254	C059213	113759-50-5
LHRH, acetyl-2-(2-naphthyl)-Ala(1)-4-F-Phe(2)-Trp(3)-Arg(6)-	C042020	86855-16-5
LHRH, Ala(6)-Gly(10)-ethylamide-	C083781	79561-22-1
LHRH, N-acetyl-(4-chlorophenylalanyl)(1)-(4-chlorophenylalanyl)(2)-tryptophyl(3)-arginyl(6)-alanine(10)-	C042691	83539-08-6
liarozole	C061121	115575-11-6
licopyranocoumarin	C063348	117038-80-9
lidamidine	C020918	66871-56-5
Lidocaine	D008012	137-58-6
Lidoflazine	D008013	3416-26-0
liensinine	C080095	2586-96-1
lifibrate	C100041	22204-91-7
Lignin	D008031	9005-53-2
lignoceric acid	C010210	557-59-5
ligustilide	C027820	4431-01-0
lilial	C038018	80-54-6
limaprost	C059238	88852-12-4
lime	C016538	1305-78-8
limonin	C001546	1180-71-8
linalool	C018584	78-70-6
linalyl acetate	C074463	115-95-7
linarin	C008282	480-36-4
Lincomycin	D008034	154-21-2
linoleamide	C420162	3999-01-7
Linoleic Acid	D019787	2197-37-7
linoleic acid hydroperoxide	C008285	25657-09-4
linoleoyl-coenzyme A	C026562	40757-80-0
linoleoyl ethanolamide	C109347	68171-52-8
linoleylanilide	C039294	19878-10-5
Linseed Oil	D008043	8001-26-1
Linuron	D008044	330-55-2
linustatin	C023022	72229-40-4
lipoamide	C013091	940-69-2
Lipofundin	C008288	11096-66-5
lipostabil	C005152	11096-62-1
lipoteichoic acid	C009900	56411-57-5
lipstatin	C054164	96829-59-3
liranaftate	C470235	88678-31-3
Lisinopril	D017706	83915-83-7
Lisuride	D008090	18016-80-3
Lithium	D008094	7439-93-2
Lithium Carbonate	D016651	554-13-2
Lithium Chloride	D018021	7447-41-8
lithium hydroxybutyrate	C022826	61742-10-7
lithium succinate	C038377	16090-09-8
lithium sulfate	C054097	10377-48-7
lithocholate 3-O-glucuronide	C041558	75239-91-7
Lithocholic Acid	D008095	434-13-9
lithospermate B	C061091	122021-74-3
lithospermic acid	C046833	28831-65-4
LND 623	C045251	90520-42-6
Lobeline	D008120	90-69-7
lobendazole	C064231	6306-71-4
Lofepramine	D008127	23047-25-8
lofexidine	C025655	31036-80-3
lomefloxacin	C053091	98079-51-7
lomeguatrib	C521206	192441-08-0
lometrexol	C045894	95693-76-8
Lomustine	D008130	13010-47-4
lonidamine	C016371	50264-69-2
Loperamide	D008139	53179-11-6
Loratadine	D017336	79794-75-5
Lorazepam	D008140	846-49-1
lorcainide	C015970	59729-31-6
loreclezole	C066440	117857-45-1
lormetazepam	C023842	848-75-9
lornoxicam	C059451	70374-39-9
Losartan	D019808	114798-26-4
losigame	C065427	112856-44-7
Lovastatin	D008148	75330-75-5
Loxapine	D008152	1977-10-2
loxoprofen	C040656	68767-14-6
loxoribine	C068562	121288-39-9
loxtidine	C039993	76956-02-0
L-pyroglutamyl-L-histidyl-3,3-dimethylprolinamide	C027979	76820-40-1
Lu 19005	C045117	97229-15-7
lubeluzole	C097722	144665-07-6
Lucanthone	D008154	479-50-5
lucidin 3-O-beta-primveroside	C064334	29706-59-0
lucifer yellow	C017475	77944-88-8
Lugol's solution	C010389	12298-68-9
Lumefantrine	D000078102	82186-77-4
lumiflavin	C001922	1088-56-8
lupane	C480546	464-99-3
lupeol	C010480	545-47-1
Lutein	D014975	127-40-2
Luteolin	D047311	491-70-3
luzindole	C057154	117946-91-5
LY 117018	C025430	63676-25-5
LY 171883	C044660	88107-10-2
LY-2157299	C557799	700874-72-2
LY 215840	C074025	137328-52-0
LY 231617	C081064	93811-58-6
LY 233536	C084175	136845-59-5
LY 274614	C070935	136109-04-1
LY 303511	C093555	154447-38-8
Lycopene	D000077276	502-65-8
lycorine	C015330	476-28-8
Lymecycline	D008194	992-21-2
Lynestrenol	D008234	52-76-6
lyoniside	C011015	474-58-8
Lypressin	D008236	50-57-7
lysergamide	C016543	478-94-4
Lysergic Acid Diethylamide	D008238	50-37-3
lysergol	C061884	602-85-7
Lysine	D008239	56-87-1
lysocellin	C009818	55898-33-4
lysomustine	C552857	137573-87-6
M 140	C104855	49685-90-7
M 16209	C068409	128851-36-5
M 16287	C068408	128851-55-8
M 8506	C069677	93245-29-5
mabuterol	C044573	56341-08-3
macrosporin	C058810	22225-67-8
maculosin	C085319	4549-02-4
mafosfamide	C048341	88859-04-5
magnapen	C042394	56749-84-9
Magnesium	D008274	7439-95-4
Magnesium Chloride	D015636	7786-30-3
Magnesium Hydroxide	D008276	1309-42-8
Magnesium Oxide	D008277	1309-48-4
Magnesium Sulfate	D008278	7487-88-9
magnoflorine	C001670	2141-09-5
magnolin	C094148	31008-18-1
magnolol	C005498	528-43-8
malabaricone B	C071788	63335-24-0
malabaricone C	C071787	63335-25-1
malachite green	C005095	10309-95-2
Malathion	D008294	121-75-5
malealdehyde	C015977	2363-83-9
maleic acid	C030272	110-16-7
Maleic Hydrazide	D008300	123-33-1
maleimide	C043592	541-59-3
malic acid	C030298	6915-15-7
