DiseaseName	DiseaseID
Wounds, Penetrating	D014950
X-linked sideroblastic anemia	C536761
Folic Acid Deficiency	D005494
Megaloblastic Anemia due to Dihydrofolate Reductase Deficiency	C565095
Orthostatic Intolerance	D054971
Bietti Crystalline Dystrophy	C535440
Osteoblastoma	D018215
Lecithin Cholesterol Acyltransferase Deficiency	D007863
Epstein-Barr Virus Infections	D020031
Deafness, Autosomal Dominant 9	C563335
Deafness, Autosomal Recessive 44	C565716
Progressive External Ophthalmoplegia With Mitochondrial Dna Deletions, Autosomal Dominant, 5	C567768
Slowed Nerve Conduction Velocity, Autosomal Dominant	C564269
Barakat syndrome	C537907
Epilepsy, Nocturnal Frontal Lobe, Type 1	C563930
Olfaction Disorders	D000857
Pycnodysostosis	D058631
Adenocarcinoma, Bronchiolo-Alveolar	D002282
AIDS-Related Opportunistic Infections	D017088
Alkaptonuria	D000474
AMR Syndrome	C565965
Angioedemas, Hereditary	D054179
Ascorbic Acid Deficiency	D001206
Blau syndrome	C538157
Carcinoid Tumor	D002276
Chondrosarcoma, Extraskeletal Myxoid	C563195
Congenital contractural arachnodactyly	C536211
Congenital thrombotic disease, due to Protein C deficiency	C535424
Deafness, Autosomal Recessive 15	C566611
Deafness, Autosomal Recessive 31	C564629
Diabetes Mellitus, Insulin-Dependent, 22	C567284
Dimethylglycine Dehydrogenase Deficiency	C565278
Enteritis	D004751
Factor V Deficiency	D005166
Factor XII Deficiency	D005175
Generalized Epilepsy and Paroxysmal Dyskinesia	C563719
Hereditary Angioedema Type III	D056828
Hypertension, Diastolic, Resistance to	C563897
Intracranial Hypertension	D019586
Intrauterine Growth Retardation, Metaphyseal Dysplasia, Adrenal Hypoplasia Congenita, And Genital Anomalies	C564543
Iron-Refractory Iron Deficiency Anemia	C562385
Jejunal Atresia with Microcephaly and Ocular Anomalies	C565460
Kabuki syndrome	C537705
Mental Retardation, Autosomal Dominant 5	C567234
Mental Retardation, X-Linked 1	C567906
Mental Retardation, X-Linked 78	C564489
Metaphyseal chondrodysplasia Schmid type	C537352
Microphthalmia, Syndromic 3	C565948
Myelodysplastic-Myeloproliferative Diseases	D054437
Perinatal Death	D066087
Philadelphia Chromosome	D010677
Plasminogen Deficiency, Type I	C566897
Protein C Deficiency	D020151
Purpura Fulminans	D055665
Retinitis Pigmentosa 26	C564249
Retinitis Pigmentosa 36	C566431
Rh-Null, Regulator Type	C564833
Roberts Syndrome	C535687
Short QT Syndrome 1	C566506
Spastic paraplegia 26, autosomal recessive	C536862
Stomatocytosis I	C566111
Thrombophilia due to Activated Protein C Resistance	C566056
Thrombophilia Due To Elevated Histidine-Rich Glycoprotein	C567737
Thrombophilia, hereditary	C540694
Thyroid Dyshormonogenesis 3	C562769
Upper Extremity Deformities, Congenital	D038062
Waardenburg Syndrome, Type 2D	C563839
West Nile Fever	D014901
Cattle Diseases	D002418
Anemia, Hypochromic	D000747
Intestinal Polyposis	D044483
Peutz-Jeghers Syndrome	D010580
Nervous System Neoplasms	D009423
Hypoadiponectinemia	C567258
Complement component 5 deficiency	C537005
Histiocytoma, Malignant Fibrous	D051677
Vulvar Neoplasms	D014846
CD59 Deficiency	C567355
Skin Manifestations	D012877
Episodic Ataxia, Type 6	C567207
Nociceptive Pain	D059226
Achromatopsia 4	C564206
Acquired angioedema	C538173
Acute-Phase Reaction	D000210
Alport syndrome, dominant type	C536586
Alport syndrome, recessive type	C536587
Amyotrophic Lateral Sclerosis 9	C567499
Anophthalmos with limb anomalies	C537769
Brucellosis	D002006
Cardiomyopathy, Dilated, 1DD	C567725
Cardiomyopathy, Dilated, 1M	C564390
Cardiomyopathy, Dilated, 1V	C566856
Complement Component 4, Partial Deficiency Of	C565168
Deafness, Autosomal Dominant 25	C565319
Deafness, Autosomal Recessive 12	C563327
Deafness, Autosomal Recessive 6	C563418
Eye Injuries	D005131
Factor 8 deficiency, acquired	C536392
Fanconi Anemia, Complementation Group B	C564497
Fanconi Anemia, Complementation Group I	C563802
Filippi syndrome	C538152
Flaujeac factor deficiency	C537060
Guanidinoacetate methyltransferase deficiency	C537622
Heart Failure, Systolic	D054143
Hematuria, Benign Familial	C562476
Histidinemia	C538320
Hyaluronidase Deficiency	C563209
Hyperekplexia and Epilepsy	C564474
Hyperesthesia	D006941
Ichthyosis, Leukocyte Vacuoles, Alopecia, And Sclerosing Cholangitis	C564365
IRAK4 Deficiency	C564352
Jacobs syndrome	C537560
Johanson Blizzard syndrome	C535880
Laryngeal Neoplasms	D007822
Male Infertility with Large-Headed, Multiflagellar, Polyploid Spermatozoa	C562903
Microcephaly, Primary Autosomal Recessive, 4	C565792
Microcephaly, Primary Autosomal Recessive, 7	C567198
Mucopolysaccharidosis VI	D009087
Muscular Dystrophy, Congenital, Megaconial Type	C566527
Myeloproliferative Disorder, Chronic, with Eosinophilia	C565054
Nephrolithiasis, Calcium Oxalate	C563477
Osteogenesis imperfecta, type VIII	C536049
Paraquat lung	C537171
Penttinen-Aula syndrome	C536653
Pericarditis	D010493
Pharyngeal Neoplasms	D010610
Pigmentary Disorder, Reticulate, with Systemic Manifestations	C564461
Plantar Lipomatosis, Unusual Facies, and Developmental Delay	C566559
Spastic paraplegia 15, autosomal recessive	C536642
Tay-Sachs Disease, AB Variant	D049290
Venous Malformations, Multiple Cutaneous and Mucosal	C563977
Vitamin D Hydroxylation-Deficient Rickets, Type 1B	C564005
Wet Macular Degeneration	D057135
Leydig Cell Hypoplasia	C562567
Denys-Drash Syndrome	D030321
Follicular Cyst	D005497
Frasier Syndrome	D052159
Meacham Winn Culler syndrome	C538162
TARP syndrome	C536942
Holoprosencephaly 7	C563660
Fraser Syndrome	D058497
Macrostomia	D008265
Chemically-Induced Disorders	D064419
Pathological Conditions, Anatomical	D020763
Glycogen Storage Disease IB	C562594
Glycogen Storage Disease IC	C562805
Andersen Syndrome	D050030
Inflammatory Bowel Disease 19	C567372
Short QT Syndrome 3	C566504
Bacterial Infections and Mycoses	D001423
Gestational Trophoblastic Disease	D031901
Eosinophilic Esophagitis	D057765
Split-Hand-Foot Malformation 6	C567616
Cardiomyopathy, Dilated, 1FF	C567654
Cardiomyopathy, Dilated, 2a	C567505
Cardiomyopathy, Familial Restrictive, 1	C566168
Cardiomyopathy, Restrictive	D002313
Dehydration	D003681
Diabetes Insipidus, Neurogenic	D020790
Ectopia Lentis	D004479
Inappropriate ADH Syndrome	D007177
Lupus Vasculitis, Central Nervous System	D020945
MASS syndrome	C536030
Shock	D012769
Shy-Drager Syndrome	D012791
Stiff Skin Syndrome	C566112
Atrial Fibrillation, Familial, 7	C567389
Candidiasis	D002177
Amaurosis congenita of Leber, type 1	C536600
Choroidal sclerosis	C535358
Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative	D054438
Retinal cone dystrophy 2	C538363
Schinzel-Giedion syndrome	C536632
Cardiomyopathy, Dilated, 1CC	C567733
Disorders of Environmental Origin	D007280
Hyperferritinemia, hereditary, with congenital cataracts	C538137
Neuroferritinopathy	C548080
Cardiomyopathy, Dilated, 1C	C563307
Hypospadias 2, X-Linked	C567462
Congenital adrenal hyperplasia due to 21 hydroxylase deficiency	C535979
Hot Flashes	D019584
Obstetric Labor Complications	D007744
Uterine Cervical Incompetence	D002581
Uterine Hemorrhage	D014592
Nasal Obstruction	D015508
Candidiasis, Oral	D002180
Candidiasis, Vulvovaginal	D002181
Diffuse palmoplantar keratoderma, Bothnian type	C536173
Joint Diseases	D007592
Tachypnea	D059246
18-Hydroxylase deficiency	C537806
Hypoaldosteronism	D006994
Ehlers-Danlos Syndrome, Type VIII	C562626
Exocrine Pancreatic Insufficiency, Dyserythropoietic Anemia, and Calvarial Hyperostosis	C567195
Anemia, Neonatal	D000751
Elliptocytosis 2	C565058
Pyropoikilocytosis, Hereditary	C563004
Spherocytosis, Type 3	C567489
Generalized Epilepsy With Febrile Seizures Plus, Type 2	C565810
Migraine, Familial Hemiplegic, 3	C566500
Charcot-Marie-Tooth Disease, Dominant Intermediate C	C564257
Combined Oxidative Phosphorylation Deficiency 4	C565690
Corneal dystrophy, gelatinous drop-like	C535480
Diabetes Mellitus, Neonatal, with Congenital Hypothyroidism	C565705
Diarrhea 3, Secretory Sodium, Congenital	C562576
Epidermolysis Bullosa Simplex with Migratory Circinate Erythema	C563730
Epidermolysis bullosa simplex with mottled pigmentation	C535959
Epilepsy, Nocturnal Frontal Lobe, Type 4	C563679
Epilepsy, X-Linked, with Variable Learning Disabilities and Behavior Disorders	C564505
Hyaloideoretinal degeneration of Wagner	C536075
Hypotrichosis And Recurrent Skin Vesicles	C567751
Mental Retardation, X-Linked 50	C564713
Opitz GBBB Syndrome, X-Linked	C567932
Polymicrogyria, Bilateral Frontoparietal	C564652
Raine syndrome	C535282
Temtamy syndrome	C536959
Schizophrenia Spectrum and Other Psychotic Disorders	D019967
Temporomandibular Joint Disorders	D013705
Cone Dystrophy 3	C566579
Eunuchoidism, familial hypogonadotropic	C535764
Atrial septal defect 2	C538263
Hypothyroidism, Congenital, Nongoitrous, 5	C567123
Akathisia, Drug-Induced	D017109
Immune Dysregulation, Polyendocrinopathy, Enteropathy, X-Linked Syndrome	C580192
ACTH Deficiency, Isolated	C562707
Aspartylglucosaminuria	D054880
Auditory Neuropathy, Autosomal Dominant, 1	C563790
Bardet-Biedl syndrome 1	C537909
Bardet-Biedl Syndrome 7	C565916
Bartter Syndrome	D001477
Blepharophimosis, Ptosis, and Epicanthus Inversus	C562419
Blepharophimosis syndrome type 1	C536233
Bpes With Duane Retraction Syndrome	C566222
Brachial Plexus Neuritis	D020968
Bronchiectasis With Or Without Elevated Sweat Chloride 3	C567772
Brugada Syndrome 2	C567087
Carnevale syndrome	C535586
Chorea	D002819
Choreoathetosis, Hypothyroidism, And Neonatal Respiratory Distress	C567034
Ciliary Dyskinesia, Primary, 7	C567504
Congenital disorder of glycosylation type 1D	C535742
Congenital Disorder Of Glycosylation, Type In	C567437
Corneal dystrophy, Fuchs' endothelial, 1	C535478
Corneal Dystrophy, Posterior Polymorphous, 2	C565176
Deafness, Autosomal Recessive 63	C566951
Ectodermal Dysplasia 1, Anhidrotic	D053358
Ehlers-Danlos syndrome, progeroid form	C536201
Exfoliative Ichthyosis, Autosomal Recessive, Ichthyosis Bullosa of Siemens-like	C564309
Fundus Albipunctatus	C562733
Giant Cell Tumor of Bone	D018212
Glucocorticoid Deficiency 2	C564577
Glycogen Storage Disease	D006008
Growth Retardation, Developmental Delay, Coarse Facies, And Early Death	C567856
Histiocytosis	D015614
Histiocytosis, Sinus	D015618
Histiocytosis with joint contractures and sensorineural deafness	C538322
Hypercholesterolemia, Autosomal Recessive	C566331
Hypertrichosis	D006983
Hyperuricemic Nephropathy, Familial Juvenile 2	C567760
Hypoadrenocorticism, Familial	D000075262
Ileal Diseases	D007077
Intervertebral Disc Displacement	D007405
Intestinal Pseudo-Obstruction	D007418
Jejunal Diseases	D007579
Joubert syndrome 5	C537688
Lactate Dehydrogenase B Deficiency	C563641
Leber Congenital Amaurosis 10	C565720
Leber Congenital Amaurosis 11	C564140
Leukodystrophy, Hypomyelinating, 5	C567166
Limb-girdle muscular dystrophy type 2A	C535895
Marshall syndrome	C536025
Meckel Syndrome, Type 4	C567003
Megalocornea	C562829
Mental retardation, X-linked, syndromic 5	C535773
Mental Retardation, X-Linked, Syndromic, Turner Type	C567476
Mental Retardation, X-Linked, With Panhypopituitarism	C567485
Multicystic renal dysplasia, bilateral	C537373
Nephronophthisis 2	C566582
Neuropathy, Hereditary Sensory And Autonomic, Type IIB	C567738
Oculopalatoskeletal syndrome	C537738
Opsismodysplasia	C537122
Optic Atrophies, Hereditary	D015418
Panhypopituitarism X-linked	C538613
PEHO syndrome	C536317
Pigmented Nodular Adrenocortical Disease, Primary, 2	C566472
Premature Ovarian Failure 3	C563816
Ptosis, Hereditary Congenital 1	C566737
Retinal Cone Dystrophy 4	C566470
Retinitis Pigmentosa 10	C566715
Retinitis Pigmentosa 7	C564284
Rhizomelic chondrodysplasia punctata, type 3	C537608
Rufous oculocutaneous albinism	C537189
Sarcopenia	D055948
Senior-Loken Syndrome 6	C565708
Snyder Robinson syndrome	C536678
Spastic ataxia Charlevoix-Saguenay type	C536787
Stickler syndrome, type 2	C537493
Surfactant Metabolism Dysfunction, Pulmonary, 1	C566882
Surfactant Metabolism Dysfunction, Pulmonary, 2	C567048
Sveinsson Chorioretinal Atrophy	C566236
Tetra-amelia autosomal recessive	C536498
Three M Syndrome 2	C567862
Tietz syndrome	C536919
Tooth Agenesis, Selective, X-Linked, 1	C567060
Trichohepatoenteric Syndrome	C565627
Tumoral Calcinosis, Normophosphatemic, Familial	C566473
Waardenburg syndrome type 2A	C536464
Xeroderma pigmentosum, variant type	C536766
Bone Marrow Neoplasms	D019046
Ectrodactyly	C574275
Mobility Limitation	D051346
Parkinson Disease 6, Autosomal Recessive Early-Onset	C565276
Renal tubular acidosis, distal, autosomal recessive	C537758
Spastic Paraplegia 30, Autosomal Recessive	C563677
Split-Hand-Foot Malformation With Sensorineural Hearing Loss	C565647
Maternally Inherited Leigh Syndrome	C536035
Neuropathy ataxia and retinitis pigmentosa	C537396
Achondrogenesis type 2	C536017
Amelogenesis Imperfecta, Type IV	C566293
Anus Neoplasms	D001005
Ataxia, Spastic, 3, Autosomal Recessive	C566956
Bardet-Biedl Syndrome 8	C565917
Basal ganglia disease, biotin-responsive	C537658
Cardiac Arrhythmia, Ankyrin-B-Related	C566996
Cardiomyopathy, Dilated, 1s	C563538
Charcot-Marie-Tooth Disease, Axonal, Type 2n	C567653
Charcot-Marie-Tooth disease, Type 2D	C537993
Coma, Post-Head Injury	D020207
Combined Pituitary Hormone Deficiency	C580003
Craniosynostosis, Type 2	C565753
Czech dysplasia, metatarsal type	C535766
Deafness, Autosomal Recessive 59	C565698
Diabetes Mellitus, Transient Neonatal, 3	C566432
Donnai-Barrow syndrome	C536390
Epilepsies, Partial	D004828
Epiphyseal dysplasia, multiple, 2	C535502
Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness	C565046
Episodic Ataxia, Type 5	C566601
Febrile Convulsions, Familial, 2	C566541
Glaucoma 1, Open Angle, A	C564234
Hemochromatosis, type 3	C537248
Holoprosencephaly 2	C563579
Holoprosencephaly 5	C566464
Kniest dysplasia	C537207
Kufor-Rakeb syndrome	C537177
Legg-Calve-Perthes Disease	D007873
Machado-Joseph Disease	D017827
Measles	D008457
Melanoma, Amelanotic	D018328
Mental Retardation, Autosomal Recessive 5	C567018
Methylmalonic aciduria cblB type	C537361
Microphthalmia, Syndromic 5	C566441
Monilethrix	D056734
Myopathy, Hyaline Body, Autosomal Recessive	C564970
Myopathy, Myosin Storage	C564253
Optic Nerve Injuries	D020221
Osteoarthritis with Mild Chondrodysplasia	C565740
Osteomalacia	D010018
Parapsoriasis	D010267
Parietal Foramina With Cleidocranial Dysplasia	C566825
Persistent Mullerian duct syndrome	C536665
Platyspondylic Lethal Skeletal Dysplasia, Torrance Type	C563627
Prolonged Electroretinal Response Suppression	C564243
Retinitis Pigmentosa 30	C564310
Sneddon Syndrome	D018860
Spastic paraplegia 9, autosomal dominant	C536868
Spinocerebellar ataxia 21	C537200
Spondyloepiphyseal dysplasia, congenita	C535788
Spondylometaepiphyseal Dysplasia, Short Limb-Hand Type	C564794
Stickler syndrome, type 1	C537492
Stickler Syndrome, Type I, Nonsyndromic Ocular	C563709
Strudwick syndrome	C537501
Stupor	D053608
Tetany	D013746
Trichotillomania	D014256
Usher Syndrome, Type IG	C564643
Zinc Deficiency, Neonatal, due to Low Breast Milk Zinc	C564286
Allan-Herndon-Dudley syndrome	C537047
Cataract, congenital, with microcornea or slight microphthalmia	C535338
Chediak-Higashi Syndrome	D002609
Erythrokeratodermia Variabilis 3	C563739
Legius syndrome	C548032
Nance-Horan syndrome	C538336
Wieacker syndrome	C536703
Anhedonia	D059445
Al Awadi syndrome	C535612
Alpha-Beta T-Cell Lymphopenia with Gamma-Delta T-Cell Expansion, Severe Cytomegalovirus Infection, and Autoimmunity	C563691
Amaurosis congenita of Leber, type 5	C536602
Amelogenesis Imperfecta, Hypomaturation Type, Iia2	C567279
Amelogenesis imperfecta, hypoplastic-hypomaturation, X-linked 1	C538243
Biliary Tract Diseases	D001660
Carcinoma, Embryonal	D018236
Carcinoma, Endometrioid	D018269
Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome	C537943
Cerebral Palsy, Spastic Quadriplegic, 2	C567867
Combined Cellular And Humoral Immune Defects With Granulomas	C567115
Congenital amegakaryocytic thrombocytopenia	C535982
Diabetes Mellitus, Congenital Autoimmune	C565730
Dysgammaglobulinemia	D004406
Ectromelia, Infectious	D004482
Encephalitis	D004660
Endodermal Sinus Tumor	D018240
Factor Xiii, A Subunit, Deficiency Of	C567691
Factor XIII Deficiency	D005177
Familial Cold Autoinflammatory Syndrome 2	C567090
Febrile Convulsions, Familial, 4	C565788
Fuhrmann syndrome	C538189
Gitelman Syndrome	D053579
Granuloma	D006099
Hemochromatosis, type 2	C537247
Homocarnosinosis	C535328
Huntington Disease-Like 2	C564708
Hypobetalipoproteinemia, Familial, 2	C565732
Hypomagnesemia 1, Intestinal	C566593
Immunodeficiency due to Defect in CD3-Zeta	C565712
Keratosis palmoplantaris striata 1	C536162
Leukodystrophy, Globoid Cell	D007965
Limb-girdle muscular dystrophy, type 2C	C535900
Limb-girdle muscular dystrophy, type 2E	C535902
Mullerian Aplasia and Hyperandrogenism	C567186
Mycobacterium tuberculosis, susceptibility to infection by	C536092
Nanophthalmos 2	C563700
Native American myopathy	C538343
Neoplasms, Mesothelial	D018301
Oculocutaneous albinism type 2	C537730
Peliosis Hepatis	D010382
Pena Shokeir syndrome, type 1	C536647
Pyruvate Carboxylase Deficiency Disease	D015324
Seborrhea-Like Dermatitis with Psoriasiform Elements	C565217
Severe Combined Immunodeficiency, Autosomal Recessive, T Cell-Negative, B Cell-Negative, NK Cell-Positive	C563311
Severe Combined Immunodeficiency, Autosomal Recessive, T Cell Negative, B Cell Positive, NK Cell Positive	C563822
Severe Dengue	D019595
Spinocerebellar ataxia 19	C537198
Thyroid Dyshormonogenesis 5	C562771
Usher syndrome, type 2A	C536490
Usher syndrome, type 2C	C536492
Abdominal Pain	D015746
Charcot-Marie-Tooth Disease, Recessive Intermediate A	C564256
Charcot-Marie-Tooth disease, Type 4A	C535419
Flavivirus Infections	D018177
Hemangioendothelioma, Epithelioid	D018323
Meningism	D008580
Optic Neuropathy, Ischemic	D018917
Pterygium	D011625
Somatoform Disorders	D013001
Tinnitus	D014012
Uveomeningoencephalitic Syndrome	D014607
Viremia	D014766
Social Communication Disorder	D000067404
Myoclonus	D009207
Charcot-Marie-Tooth Disease, Dominant Intermediate D	C564333
Charcot-Marie-Tooth disease, Type 2I	C535416
Charcot-Marie-Tooth disease, Type 2J	C535417
46, XY Sex Reversal 5	C567766
Myopia 6	C536105
T-cell immunodeficiency, congenital alopecia and nail dystrophy	C536781
Aplasia of Lacrimal and Salivary Glands	C562407
Atrial Septal Defect 6	C567764
Corneal dystrophy and perceptive deafness	C535473
Corneal Dystrophy, Fuchs Endothelial, 4	C567677
